Name,Value,Agility,Dribbling,Finishing,Shot power,Sprint speed,Interceptions,Marking
P. Seguin,3.2,66,65,46,62,63,69,70
Z. Yıldırım,2.5,72,66,54,68,71,75,72
M. Yüce,1.4,48,64,40,64,41,72,69
E. Loeschbor,1.8,42,40,40,42,60,67,71
Thiago Cionek,1.6,65,46,22,31,70,71,72
A. Domínguez,1.5,36,19,18,25,31,16,12
Ju Se Jong,2.8,76,63,51,74,70,67,55
M. Rohdén,2.5,73,68,63,77,76,63,52
K. Mbabu,3.5,52,62,26,41,91,61,72
T. Kessler,1.4,45,14,13,21,49,25,13
M. Beevers,2.0,46,36,36,53,51,73,65
R. Halliche,1.8,54,46,34,59,62,68,71
I. Bebou,3.2,79,77,64,61,85,31,28
C. Tainmont,2.1,68,69,63,76,70,39,45
Z. Gano,3.1,50,64,70,72,69,28,18
T. Mings,2.8,64,69,35,41,75,70,68
Rúben Fernandes,1.6,62,47,39,65,65,73,72
G. Carey,2.4,81,70,66,77,75,66,53
M. Turner,0.9500000000000001,25,22,30,58,34,67,72
E. López,3.2,87,78,65,69,77,17,25
E. Perozca,0.9,78,66,41,43,69,77,62
J. Rivas,1.4,30,41,40,66,52,67,70
João Amaral,2.8,81,74,70,72,83,24,21
A. Rosi,1.7,70,68,48,72,76,65,62
H. Ghaly,1.0,67,73,61,73,72,53,54
R. López,2.6,68,72,54,74,79,64,64
Edsinho Torres,0.9,63,48,48,62,76,57,74
Z. Sadaev,2.8,75,73,72,75,70,44,23
F. Padrenda,0.9,72,74,57,71,77,64,57
A. Hack,3.2,48,59,27,44,76,69,67
G. Bergessio,1.9,69,65,72,74,64,25,26
Marcelo Sarvas,0.55,77,74,53,76,69,68,70
W. Trapp,2.5,56,64,43,67,43,65,61
J. Jernal,2.0,76,72,50,73,86,73,57
J. Toivio,1.8,53,48,46,86,65,67,69
S. Romagnoli,2.2,56,45,21,43,55,69,73
M. Doherty,2.4,68,71,54,71,79,66,66
J. Stephens,3.0,60,60,36,49,64,72,71
E. Herrera,2.4,47,60,73,76,61,43,26
M. Hector,2.8,57,53,40,68,71,66,66
A. Abdi,2.2,66,72,61,72,61,48,52
D. Lemos,1.9,64,60,37,46,69,73,70
M. Silva,2.2,60,48,22,61,52,68,70
Nenê Bonilha,2.9,75,76,59,65,68,54,52
V. Lazaro,3.7,81,77,67,72,90,56,55
M. Terrazzino,2.8,81,74,62,66,74,43,22
D. Diamantakos,3.1,74,70,71,77,77,19,11
Álex Moreno,2.7,77,74,59,58,75,62,68
I. Sarr,1.8,48,67,55,51,61,72,69
A. Hakimi,3.0,75,70,57,71,78,68,63
P. Iemmello,3.0,73,67,75,65,84,20,18
M. Cerato,2.3,90,73,62,60,91,27,15
W. Montoya,3.2,76,78,54,62,79,28,41
M. Hostados,1.4,68,67,64,79,53,45,21
A. Meijers,1.8,69,72,42,67,75,68,66
Juninho,2.4,75,69,57,81,68,69,62
D. Bentley,2.4,51,17,11,38,43,22,13
V. Prodell,2.4,60,59,76,68,71,23,19
B. Drągowski,4.2,33,20,12,18,42,21,18
Jeong Seung Hyun,2.8,36,32,19,36,46,71,0
S. Vegas,2.8,54,60,20,65,78,70,69
C. Wondolowski,1.2,65,68,73,76,51,46,46
A. Cissokho,1.8,60,61,56,76,74,66,75
Kim Jin Hyeon,1.6,66,14,13,18,56,15,11
Héctor,2.4,82,72,42,57,79,68,66
I. Cissokho,1.3,65,69,39,76,70,70,66
Adryan,3.2,81,76,62,62,76,38,18
Cho Hyun Woo,2.1,21,12,18,19,50,17,16
P. Stenzel,2.8,67,68,42,57,65,71,69
Wang Dalei,0.0,52,24,16,23,56,14,10
R. Wallace,1.8,83,68,60,74,75,52,41
P. Alvarado,1.6,66,56,31,45,65,69,72
E. Fejzullahu,2.4,75,67,72,69,72,33,25
P. Velázquez,2.3,67,67,71,76,64,25,26
Paulinho,3.1,59,63,74,76,64,21,21
P. Freitas Conceição,1.8,67,63,49,60,64,76,68
D. Warmerdam,3.0,73,74,54,78,71,70,64
B. Saré,2.3,64,62,62,72,73,74,72
F. Mancinelli,0.55,52,55,33,56,43,66,81
F. Bećiraj,2.4,77,70,68,79,83,27,20
Campillo,2.9,58,69,73,80,67,68,55
T. Jodłowiec,1.6,33,64,34,71,53,72,64
J. Canderio,2.6,72,64,70,58,71,65,57
A. Hloušek,1.9,65,66,54,68,75,66,67
H. Arıkan,0.9500000000000001,44,13,14,13,42,22,14
B. Acosta,1.8,55,45,35,64,54,66,68
A. Milić,2.7,42,46,34,57,51,68,69
Tramontinaldo,0.9,77,61,45,53,71,54,72
Felipe Silva,2.5,79,75,61,62,69,34,13
G. Terziev,0.0,57,29,22,38,73,72,75
A. Godoy,2.4,67,68,58,73,47,64,62
Yun Il Lok,2.8,88,71,64,67,80,60,35
E. Ruud,0.9,74,61,45,85,66,71,68
B. Johnson,1.8,59,66,70,90,61,73,61
M. Eikrem,2.5,88,69,67,68,65,44,43
I. Abaev,0.55,41,11,12,16,35,23,15
Javi Ontiveros,4.4,76,75,68,72,71,23,24
Juan Carlos,1.8,68,14,13,24,54,26,14
E. Adu,2.5,90,66,31,47,35,71,63
M. Hartmann,2.1,72,71,73,75,74,27,18
L. Antei,2.5,47,40,16,39,55,72,74
R. Verenas,1.5,67,74,71,73,62,37,30
B. Linssen,2.8,75,74,74,78,80,37,31
N. Foor,3.1,91,72,70,72,76,49,39
J. Dezi,3.0,64,70,62,59,74,58,53
D. Beasley,0.5,78,66,61,66,79,65,67
Choi Chul Soon,1.7,69,64,43,46,68,69,73
V. Verre,3.4,73,70,51,73,69,58,40
Danilo,2.4,81,70,49,64,75,68,69
L. Coulibaly,3.3,78,70,58,63,77,68,59
C. Nkunku,3.9,73,74,56,65,75,64,58
D. Kulakov,1.6,67,70,55,54,79,60,67
R. Herrera,1.9,45,47,35,43,72,70,63
M. Etame,2.4,73,72,69,73,78,57,37
C. Salcido,0.325,56,62,45,72,42,67,69
Dorca,0.725,62,58,56,71,33,74,64
Defendi,1.6,53,38,26,35,39,67,77
M. Roberts,2.4,41,33,21,33,62,73,68
L. Nielsen,1.8,61,45,25,61,76,66,68
D. Batth,2.4,43,31,20,32,34,67,73
H. Van Der Bruggen,3.1,69,64,54,73,53,70,59
Luismi,2.8,57,46,21,55,58,75,72
Vítor Bruno,2.0,80,64,61,63,77,69,67
K. Hansen,2.2,75,49,38,55,0,0,0
Tony Muttinho,0.9,71,61,45,48,73,66,71
H. Lindner,2.1,43,11,12,21,41,12,10
Zhang Linpeng,0.0,63,68,62,77,73,69,65
T. Eisfeld,3.2,76,69,62,65,67,32,22
M. Pavlović,2.2,33,49,61,49,30,61,68
B. Jones,1.7,69,70,53,59,63,75,69
F. Al Berahim,1.8,60,67,43,66,62,66,67
R. Almer,1.2,36,12,13,30,37,20,15
C. Nhamoinesu,1.6,79,57,22,50,86,65,70
D. Rozehnal,0.325,30,38,29,65,32,82,70
J. Ibe,3.7,75,78,65,79,85,46,45
B. Rabello,3.2,89,72,60,68,77,28,38
B. Schmitz,2.5,69,62,35,71,69,68,71
J. Duque,2.6,74,53,41,47,66,78,70
Y. Shakhov,2.9,66,72,70,74,73,53,60
T. Rogne,2.3,52,42,15,47,53,74,0
N. Verdier,2.3,75,65,70,79,85,20,21
G. Colman,1.8,65,70,56,72,61,59,49
J. Morales,0.8,68,0,71,77,55,52,35
Joel Pereira,3.7,34,11,12,12,43,20,13
V. Figueroa,1.4,78,71,65,73,76,58,37
R. Rebones,2.6,84,68,62,45,88,47,44
M. Edu,1.6,64,67,59,80,62,63,67
C. Trimmel,1.7,72,68,60,61,86,55,70
S. Lletget,3.0,77,76,61,67,77,44,49
C. Martina,2.0,70,62,45,61,72,70,68
K. Sugimoto,3.1,73,68,75,72,78,15,19
A. Wilkinson,1.4,45,42,36,62,44,65,74
Mano,1.7,88,69,41,66,81,71,65
B. Rienstra,2.7,64,67,56,73,56,65,66
P. Kanstrup,2.2,60,55,37,69,74,70,66
G. Scognamiglio,1.8,57,16,18,57,47,63,78
R. Millar,1.0,64,71,69,69,66,68,61
M. te Wierik,2.5,56,59,40,60,67,73,70
J. Uronen,2.6,72,65,55,80,68,68,68
L. Licht,0.27,73,76,52,71,79,67,75
Sami,2.4,73,75,66,79,91,40,21
S. Palacios,3.0,91,74,66,73,90,47,25
G. Blanco Leschuk,3.1,48,63,67,71,67,24,23
T. Hysén,1.1,66,62,75,67,76,25,30
B. Raman,3.2,89,73,70,69,92,23,19
Lee Jong Ho,3.0,72,66,69,69,74,56,33
I. Malcorra,2.3,77,72,62,70,74,39,40
A. Ateef,2.8,62,58,55,53,51,69,62
E. García,2.0,88,69,41,67,76,82,60
G. Wikheim,3.0,92,77,65,0,91,42,45
E. Braafheid,0.675,69,66,31,66,67,69,72
D. Ćaleta-Car,2.8,47,54,32,48,64,63,69
L. Caicedo,0.0,44,23,24,37,42,73,70
S. Yıldırım,2.5,80,72,66,70,87,31,16
N. Champagne,1.4,56,12,17,25,36,23,20
K. Zohore,3.4,54,70,0,77,76,37,17
S. Peeters,3.1,53,70,63,72,66,57,50
U. Agbo,3.0,59,65,48,67,56,67,65
H. Belkaroui,2.4,47,45,23,42,57,69,71
C. Mulgrew,1.6,63,66,50,74,51,67,72
A. Tetteh,2.2,60,63,36,62,67,74,70
I. Brown,3.8,80,75,66,64,75,41,35
L. Grimi,1.3,72,63,56,70,66,67,74
D. Dos Santos,3.4,92,76,55,65,87,55,40
J. Morris,3.7,78,63,68,78,89,28,25
E. Conde,0.0,29,13,12,12,26,26,11
F. Pisacane,1.6,67,61,20,32,70,68,70
U. Ćosić,2.6,60,48,17,49,72,72,74
N. Pasquini,2.3,75,72,59,74,75,73,57
J. Gjasula,2.0,67,70,65,72,57,52,34
A. Sjöberg,2.5,44,39,24,32,52,72,72
C. Awaziem,3.6,60,48,36,53,73,72,70
M. Rodriguez,2.9,74,75,67,61,68,20,25
Y. Candelo,2.9,90,71,61,76,87,45,53
Alexandre Frandeira,1.8,46,45,36,62,51,68,68
Nathael Silbeira,1.2,28,18,16,18,16,17,13
Jair,2.4,82,72,76,67,67,63,23
K. Vandendriessche,2.4,56,60,64,80,69,70,59
C. Fai,2.5,88,66,22,54,81,66,68
S. Hagen,1.6,42,31,31,45,57,74,72
M. Rygaard,2.9,86,73,61,62,70,33,33
M. Männel,1.6,44,18,12,34,44,17,14
Cristian López,2.4,68,66,73,69,74,36,18
Eduardo Fonseira,1.6,39,8,6,21,37,11,8
L. Rosić,2.8,42,45,23,41,48,70,0
R. Beerens,2.3,80,73,67,58,73,21,40
B. Douglas,2.0,75,67,44,72,80,64,70
S. Johnstone,2.6,55,16,11,24,36,17,13
R. Elliot,1.4,54,15,11,11,48,22,15
D. Capelli,1.6,34,36,20,68,40,72,73
K. Ziani,1.2,87,69,60,70,70,27,20
A. Kozlov,1.7,63,52,39,72,75,69,67
S. Berge,3.5,64,71,38,73,77,71,61
O. Pérez,0.16,69,12,14,24,57,12,11
C. Pasquato,2.5,91,72,60,64,76,11,15
A. Kolomeytsev,2.2,62,69,67,76,68,69,66
S. Kitsiou,2.6,74,67,50,75,81,70,69
G. Zardes,2.9,76,74,68,76,87,34,41
C. Menéndez,2.4,60,66,74,74,67,27,22
T. Zentena,2.6,63,75,72,62,83,34,23
Vágner Corraldo,1.8,81,66,48,75,74,73,66
D. Sjölund,1.2,71,62,54,69,33,77,52
E. Conferio,1.5,93,73,71,62,85,26,28
F. Ben Khalfallah,1.2,74,79,66,64,67,43,36
A. Webster,2.4,61,66,26,37,74,68,69
R. Abdullah,2.0,59,74,57,81,65,69,55
A. Trondsen,2.7,81,66,48,73,77,69,61
Allison Sireo,1.4,32,34,29,58,78,72,69
N. Sarenren Bazee,3.2,79,75,63,64,89,31,28
Z. Stieber,1.8,76,73,65,73,66,31,26
K. Erasmus,1.9,77,70,70,72,74,24,31
R. Bianco,1.7,72,63,45,65,70,63,49
K. Abdallah,1.3,56,52,21,44,67,68,65
T. Blackett,2.1,60,65,24,56,74,71,65
O. Adın,1.6,69,71,64,81,67,65,64
A. Fink,1.8,82,67,74,65,71,21,20
J. Hochscheidt,1.7,75,69,68,73,72,58,55
O. Skúlason,0.55,59,58,48,70,65,69,64
S. Kingsley,2.3,75,69,33,45,69,65,70
D. Solanke,3.8,73,73,70,68,74,22,24
H. Watanabe,1.4,41,23,35,39,59,68,71
Gabrielzinho,2.6,90,72,64,67,88,21,20
T. Priskin,0.0,48,57,75,75,63,34,35
I. Paurević,1.9,49,60,49,74,50,71,66
D. Roef,1.8,45,18,14,40,48,12,20
J. Murphy,2.7,81,73,66,73,82,16,34
Filipe Chaby,2.5,82,74,53,72,76,39,28
J. Villota,2.2,80,68,66,68,66,56,50
Jung Sung Ryong,1.0,14,12,12,18,49,25,15
T. Giresse,0.6,73,70,64,67,49,34,41
Saborit,2.0,74,65,40,54,72,68,70
J. Rodríguez,0.24,63,65,51,76,34,66,65
F. Boulaya,2.4,75,78,62,79,79,26,42
Yang Dong Hyen,1.6,74,63,74,68,57,24,26
A. Bangoura,2.2,88,77,59,75,85,35,19
Pedro Sá,2.1,69,62,38,77,64,63,65
G. Perico,0.675,58,60,30,63,70,67,69
B. Leroy,1.4,33,14,13,24,34,11,13
A. Sepúlveda,2.1,67,67,65,71,79,48,21
S. Aydoğdu,2.1,67,76,58,70,68,57,60
M. Sampirisi,2.0,63,55,31,50,69,68,69
C. Higuita,2.1,74,64,48,69,77,64,66
Ricky Guerreda,1.5,80,61,40,55,77,69,69
A. Bogdán,1.2,35,11,11,16,56,24,15
V. Kadlec,2.3,82,75,68,69,84,48,26
J. Mojica,2.3,76,70,54,80,91,59,58
P. Whittingham,1.3,78,63,65,74,50,54,51
Zubeldia,2.8,53,64,57,58,46,71,52
C. Álvarez,1.1,63,13,11,22,50,24,13
M. Thorsby,2.5,68,68,58,65,67,70,62
H. Yamaguchi,1.8,84,70,52,59,76,69,56
E. Aguilera,1.6,35,52,40,58,63,69,71
L. Ridgewell,1.0,65,54,49,52,71,65,70
E. Kujović,1.8,40,58,73,74,55,21,20
H. Mier,1.7,66,58,37,53,69,68,70
A. Şahin,0.12,25,13,11,12,23,13,11
T. Aoyama,1.5,72,62,51,70,59,69,60
R. Assalé,2.8,87,76,73,74,85,21,23
A. Feick,1.3,72,63,58,73,68,65,75
Máyor,1.1,41,52,69,79,44,45,32
V. Rüfli,1.3,67,69,53,64,71,66,64
J. Flanagan,2.0,67,67,43,35,62,68,75
F. Schnellhardt,2.6,77,73,67,68,76,61,51
G. Mera,1.7,32,43,23,37,48,74,66
O. Kemen,3.1,72,72,56,74,74,68,58
Lourival Dinisco,1.4,59,41,52,62,60,67,71
Jon Bautista,2.8,62,67,78,73,62,16,15
Jairo Farnias,1.2,66,7,7,14,68,11,8
N. Milenković,2.6,39,25,19,38,50,62,71
Héctor Verdés,0.725,33,34,20,74,36,64,69
Luis García,0.5750000000000001,62,69,64,72,52,68,37
A. Malarz,0.12,21,29,12,19,23,22,22
L. Cooper,1.9,57,53,26,52,52,70,68
E. Blanco,1.7,65,54,53,65,74,72,69
G. Grozav,2.1,68,72,69,70,77,43,24
T. Leibold,2.0,85,73,55,64,84,68,59
F. Mladenović,1.8,72,66,38,69,73,69,70
S. Popov,1.7,52,69,62,64,75,70,72
Y. Kakitani,1.9,78,69,63,69,82,20,11
L. Landre,2.0,56,48,22,56,78,69,70
C. Fiore,2.0,64,54,26,50,68,67,68
F. Rodríguez,0.425,32,45,37,63,39,68,70
T. Kristensen,0.55,47,64,56,73,52,70,64
A. Balzano,1.2,71,53,30,66,70,69,73
G. Bellusci,1.5,62,56,40,66,60,72,68
Z. Brkić,1.1,40,17,13,18,40,14,13
L. Páez,1.7,72,70,72,74,66,25,29
D. González,0.725,44,11,12,20,37,24,14
H. Van Crombrugge,1.8,45,12,11,38,37,14,11
Alberto,2.1,61,54,42,80,63,71,70
F. Platte,3.1,55,64,69,71,67,22,18
Salvi,2.1,70,69,67,62,87,38,26
M. Gaus,1.5,69,64,62,68,85,62,54
Y. Toutouh,2.3,71,71,63,66,78,44,49
R. Maniero,1.8,71,59,71,69,61,20,11
M. Sadlok,1.4,59,61,46,73,75,68,70
S. Sarıoğlu,0.975,78,74,44,84,76,70,67
O. Vlachodimos,1.7,36,13,12,19,44,23,11
L. Trałka,0.725,57,58,55,60,46,71,67
A. Richards,1.5,72,65,35,56,70,63,71
S. Dursun,2.2,64,67,71,73,59,17,21
M. Yattara,2.4,73,68,69,74,83,22,17
Jorginho,3.1,83,71,66,74,78,30,14
J. Aldegrisa,1.3,62,61,52,59,79,64,65
Victor Fachinhas,0.9,39,9,8,23,42,13,8
Alfa Semedo,2.7,54,58,39,79,72,72,65
K. Leerdam,1.6,72,64,56,65,76,57,68
Javi Ros,1.7,82,59,53,71,71,64,63
A. Powell,2.0,82,72,41,62,90,67,65
D. Kamada,2.9,84,72,63,55,79,28,33
J. Garner,1.8,74,64,69,69,76,36,36
Souza,1.4,69,69,56,76,67,66,65
João Vigário,2.1,74,74,58,70,75,67,66
Manu Herrera,0.425,55,13,13,25,49,26,11
V. Černý,2.8,90,75,71,68,85,35,19
M. Azira,1.4,67,61,51,71,63,73,65
J. Rodríguez,2.2,56,34,22,46,66,62,74
M. Jonjić,1.8,61,45,45,38,71,66,74
N. Vujadinović,1.3,34,39,23,34,48,67,71
E. Baderia,1.3,72,75,54,62,68,59,63
David Fernández,1.0,57,41,34,72,53,77,70
Mejías,1.4,61,9,4,36,58,23,13
D. Keet,0.0,41,22,12,37,44,16,13
G. Ortíz,2.1,67,35,25,43,74,66,68
M. Volta,1.3,73,39,22,54,62,64,70
M. Batdal,1.6,30,63,72,75,38,21,31
Allan Ardaújo,1.7,68,66,56,66,65,42,37
M. Bero,2.6,68,71,65,74,77,60,58
C. Benschop,1.9,53,66,69,83,66,29,28
M. Nyatama,1.7,61,72,71,70,74,30,39
S. Rosted,2.4,59,58,25,52,68,68,71
R. Goreux,1.3,74,67,48,73,71,69,69
J. Mucha,0.725,48,12,13,14,42,24,12
S. Baldock,1.8,81,69,70,69,81,35,33
K. Laribi,2.2,81,71,55,70,79,20,20
Bruno Nascimento,1.8,55,52,42,42,65,64,66
G. Kvilitaia,2.5,77,74,70,64,81,31,35
D. Guidileye,1.7,74,50,17,60,70,68,66
J. Busk,1.8,30,15,10,25,42,29,14
J. Fojut,1.4,54,28,20,68,58,72,64
R. Marin,2.6,68,74,64,74,63,61,53
M. Brighi,0.5750000000000001,56,66,50,70,53,68,54
S. Breitkreuz,1.9,61,50,56,75,72,65,67
R. Himmelmann,1.4,44,18,9,22,34,22,10
S. Ay,1.9,58,42,33,64,66,70,67
A. Toşca,2.1,67,52,46,44,73,69,72
G. Leadbitter,1.2,64,59,62,72,57,65,68
Y. Komai,2.1,80,76,61,64,76,34,24
J. John,1.8,90,71,62,65,91,26,24
D. Verhulst,1.2,28,14,12,13,26,16,11
F. Muñoz,2.2,79,72,64,72,87,36,26
L. Galados,0.675,61,55,41,43,78,63,66
D. Khomchenovskyi,1.9,69,72,54,70,73,22,33
Ansel Barnisco,1.4,51,64,51,55,63,72,72
J. Berget,2.1,67,64,68,80,83,46,41
L. Owona,1.8,66,22,45,55,69,67,74
E. Reijnen,1.3,40,53,18,50,34,73,67
R. Bezjak,1.8,78,66,72,71,72,17,19
S. Cerrión,0.675,51,62,45,51,66,73,72
Alam Araújo,1.5,71,71,55,51,77,64,68
Marcelo Toscano,1.4,66,64,68,73,67,56,53
C. Adams,3.1,80,71,73,74,89,36,30
L. Rodríguez,1.8,78,70,56,68,85,67,64
J. Tinhan,1.8,84,66,74,67,91,50,39
A. Ahamada,1.5,42,13,12,19,38,26,15
T. Rantie,1.9,84,73,67,76,92,22,22
S. Nishikawa,1.1,68,29,14,16,40,18,16
Renatao Baumer,0.675,47,56,47,57,68,64,71
J. Pearce,1.4,58,40,13,27,53,68,69
Cifuentes,0.12,31,17,10,41,46,22,12
A. Walke,0.725,41,19,8,27,33,22,18
T. Kane,2.0,63,68,32,68,77,65,69
A. Bjelica,2.1,60,69,34,79,67,69,68
E. Unsain,1.8,50,21,14,22,39,20,12
A. Mercelán,1.5,72,67,51,53,73,66,71
P. Wszołek,2.2,72,73,55,66,77,35,38
C. Cohen,1.6,71,67,60,69,50,67,65
J. Vergara,2.5,54,50,15,15,68,71,75
Vinícius Araújo,2.4,69,69,67,71,73,29,23
Borja Lasso,2.6,65,76,68,74,53,48,31
I. González,1.0,44,48,34,42,47,65,70
F. Mattiello,2.5,76,70,39,76,74,60,68
P. Schobesberger,2.4,90,75,68,61,91,42,35
D. Cotterill,1.7,77,69,63,70,76,30,17
T. Langerman,0.0,68,74,42,69,76,65,73
G. Díaz,1.9,79,77,54,66,80,26,36
Rodrigo Pinho,2.2,67,70,71,74,62,13,14
Alexio Sanctos,1.5,67,60,48,76,68,66,76
K. Darlow,1.6,63,12,14,13,52,25,15
M. Pack,2.2,64,63,52,73,65,70,63
A. Cordaro,1.6,80,72,66,69,68,38,15
D. Verde,2.9,85,75,50,72,89,24,28
E. Dreer,0.0,49,22,12,12,34,11,17
J. Kopic,0.0,75,75,62,73,80,38,26
E. Finlay,1.9,70,67,61,71,89,42,53
M. Eriksson,1.9,67,65,69,78,54,49,30
H. Takahashi,1.4,75,54,49,52,56,71,68
R. Andrero,1.6,71,51,44,61,68,76,67
N. Nández,3.5,62,55,39,66,69,72,69
K. LuaLua,2.1,88,69,65,80,86,28,19
G. Corral,1.7,66,63,48,63,75,65,70
C. Dessers,2.5,69,67,74,74,75,13,15
L. Suárez,3.1,88,81,71,56,68,15,19
E. Manucharyan,1.7,75,72,68,60,75,32,20
Gabriel Silva,1.8,78,63,54,72,77,69,58
J. Celerios,0.725,45,44,52,53,59,55,74
S. Freis,1.4,73,69,70,72,77,43,41
A. Seculin,1.6,43,12,12,21,30,10,13
S. Kutschke,1.8,46,51,76,78,55,20,22
A. Sutchuin-Djoum,1.8,78,66,56,70,73,58,66
J. Mensah,1.7,57,42,28,79,71,67,69
Fede Vico,2.4,81,74,63,61,74,50,49
R. Robayo,0.725,68,70,55,70,65,62,70
E. Martinez,1.8,49,13,16,28,57,13,12
Bernardo,2.4,58,31,36,56,53,66,69
P. Gollini,2.0,56,18,14,23,48,18,15
L. Ruiz,1.7,73,57,72,72,68,24,23
F. Agliardi,0.725,48,12,18,33,46,23,16
R. Rezaeian,1.6,59,68,52,75,73,67,66
D. Blum,2.2,76,76,67,77,87,28,22
M. Hefele,1.8,34,48,42,54,55,64,69
A. Nocerino,1.0,74,65,60,80,55,67,66
Esmael,2.2,71,70,71,69,77,24,15
S. Saad,0.0,70,58,36,51,78,68,70
R. Yaremchuk,2.7,56,64,68,70,66,28,23
Manucho,0.925,61,65,61,80,69,32,13
Alex Geijo,0.925,64,62,72,74,65,28,24
A. Galabinov,1.8,44,65,72,70,55,12,11
L. Magallán,2.1,59,58,35,50,62,68,68
L. Garbutt,2.1,70,66,45,58,70,64,68
Alam Basteirinho,1.9,63,73,59,54,55,48,37
Y. Kashiwa,1.7,92,72,58,63,85,32,31
G. Gardner,2.2,60,62,60,83,53,60,55
Angel Martínez,1.8,72,49,43,63,73,63,66
Carraça,2.0,73,67,46,77,67,67,64
C. Skuse,1.5,66,62,55,66,57,74,69
A. Weber,1.3,29,24,28,28,30,74,73
M. Cetnarski,1.8,76,66,65,66,71,59,45
Angulo,1.1,74,68,75,60,82,42,35
D. Aguileda,1.6,38,36,37,57,44,74,65
G. Tigiev,2.5,79,68,34,64,84,68,68
Z. Clough,2.6,91,71,67,65,76,41,27
R. Di Gennaro,1.7,36,18,14,22,46,22,16
G. Zuiverloon,1.3,65,67,52,60,75,66,72
J. Villafaña,1.5,76,65,54,68,77,66,65
Q. Martinus,2.1,81,66,63,65,93,48,39
Lee Kwang Sun,1.5,36,30,19,35,63,75,73
C. Sobedra,1.4,32,34,29,58,78,72,69
A. Zuev,3.4,75,74,67,64,83,27,42
M. Al Bassas,2.3,79,71,67,65,82,49,46
M. Gersbeck,2.0,37,20,17,20,43,22,13
N. Carreño,2.0,71,46,24,53,76,77,67
N. Silva,1.9,94,77,52,52,85,19,11
N. Cherubin,1.3,52,42,18,25,46,70,70
L. Di Plácido,2.1,73,76,28,63,83,59,60
Vítor Silva,1.0,71,72,70,56,41,67,32
D. Moreno,1.9,68,57,30,55,69,71,66
L. Orejuela,2.4,75,66,39,63,83,63,65
M. D'Alessandro,2.1,89,71,58,68,90,21,22
Victor Andrade,2.9,86,78,65,77,90,34,28
Renaldo Justinho,1.1,81,72,62,56,74,40,52
E. Mor,3.8,95,86,65,61,81,28,19
A. Stoian,1.9,83,75,59,70,78,22,28
L. Nangis,2.4,79,70,66,65,82,19,13
C. Christie,1.9,78,69,42,47,84,65,67
C. Dibon,1.8,59,44,42,23,69,70,70
G. Hubert,1.7,33,13,9,19,43,18,18
Macarinho Louro,1.7,83,75,61,54,77,26,23
H. Afful,1.2,69,67,47,73,82,69,64
E. Velarde,1.2,71,60,52,66,72,65,65
N. Sánchez,2.2,80,68,57,61,75,36,45
N. Romat,1.3,58,63,40,72,68,77,78
Shikabala,1.6,75,77,67,78,78,29,24
M. Langer,1.0,22,11,14,15,32,15,15
L. Desábato,1.7,70,67,47,58,70,73,66
S. Coopman,2.5,76,72,61,55,59,22,23
H. Bouazza,1.4,82,73,70,77,75,20,42
A. Danteón,1.4,59,41,52,62,60,67,71
M. Djuricin,2.4,80,69,69,72,77,31,20
R. Braña,0.24,57,71,49,69,48,68,68
Nando,2.6,74,77,64,64,78,30,28
L. Arias,0.975,76,68,65,72,74,68,67
Thiago Galhardo,1.9,74,73,68,71,81,69,60
J. Abella,2.0,0,64,42,63,75,69,0
Raphael Paneira,1.7,73,76,62,52,56,31,49
M. Saracchi,3.4,74,68,69,71,72,66,71
R. Tesche,1.6,68,69,63,76,63,67,61
B. Bourigeaud,2.5,65,70,61,63,62,70,61
Jailson Oliva,1.5,84,68,33,54,81,72,64
L. Obraniak,1.4,71,65,62,70,51,45,33
S. van de Streek,2.3,69,67,74,73,70,61,55
B. Behrendt,1.9,59,33,34,84,66,68,67
I. Mbenza,2.6,80,73,66,71,81,21,23
M. Iori,0.75,60,61,41,66,51,61,51
G. Milan,1.4,48,14,23,67,37,72,70
D. Djené,1.9,77,44,29,67,79,69,68
O. González,1.0,58,55,32,74,53,68,70
Munir,1.4,39,19,19,45,43,27,12
J. Marveaux,0.55,65,58,40,67,52,71,70
B. Idowu,1.9,70,64,39,39,89,65,65
G. Mandjeck,1.4,68,64,43,57,67,70,67
M. Fofana,2.2,86,75,62,71,88,12,20
T. Pellenard,2.0,58,68,32,39,66,71,71
Yan Junling,0.0,33,17,14,16,43,25,20
Yazalde,1.8,68,70,66,78,65,35,22
Nenê,1.1,72,64,67,70,67,20,18
G. Toledo,1.5,75,72,37,66,78,67,68
Diogildo Peixe,1.7,83,77,61,71,72,34,22
A. Guédioura,1.5,65,68,62,83,69,64,60
J. Lopera,1.3,66,63,61,58,68,62,69
P. Escobar,0.0,70,72,69,72,70,33,54
N. Al Shamrani,1.1,78,58,78,68,76,43,25
D. Perrinelle,0.725,44,45,39,42,39,70,67
R. Murawski,0.425,60,68,60,67,30,73,61
L. Venuti,2.5,71,58,24,28,78,68,63
Rui Pedro,3.8,72,69,68,75,70,31,17
G. Zusi,1.3,64,71,60,83,65,64,64
Kim Young Wook,1.9,71,66,57,64,69,68,61
R. Carrascal,2.0,70,59,57,64,67,72,63
Y. Sanctissis,1.4,51,64,51,55,63,72,72
M. Olivera,2.0,65,74,53,65,72,65,66
V. Viola,2.2,68,72,68,70,69,22,18
Chuli,2.2,79,73,70,71,82,40,32
K. Laimer,2.8,72,66,58,63,76,69,62
