Name,Age,Preferred Positions,CB,LCB,RCB,LB,RB,LWB,RWB,CDM,LDM,RDM,CM,LCM,RCM,LM,RM,CAM,LAM,RAM,LW,RW,LF,RF,LS,RS,CF,ST,Rango edad,GK
Dani Martín,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.2
A. Schlager,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.0
B. Peacock-Farrell,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.4
K. Reynish,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.8
K. Shimura,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.4
M. Rodák,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,
M. Festa,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.0
S. Bywater,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,
D. Buchholz,32,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,59.0
G. Kasprzik,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,62.6
J. Estrada,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.2
B. Meredith,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.8
J. Teunckens,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.8
S. Román,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.4
A. Dagriri,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.8
W. Sietsma,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.6
M. Malaeka,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,60.2
B. Kennedy,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.0
R. ten Hove,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.4
B. Wilson,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.4
B. Williams,34,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,58.8
T. Enomoto,34,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,23.2
Juanpe Sánchez,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.4
Moon Jeong In,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.0
C. O'Malley,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.8
M. Peškovič,35,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,60.4
S. McDermott,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.2
E. Edwards Jr.,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.8
T. Casali,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.2
T. Königsmann,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.4
Campos,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.0
G. Morris,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,60.8
T. Dähne,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.6
J. Kiassumbua,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.2
Juan Pérez,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.0
S. Ando,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.0
L. De Bórtoli,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.2
O. De Wolf,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.4
A. Andersson,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.2
A. Falch,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.8
R. Laidlaw,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.2
K. Letheren,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.4
J. Klinsmann,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,62.2
K. Fickentscher,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.6
Y. Gutiérrez,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,60.2
L. Bonnefoi,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,60.8
D. Zeaiter,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.6
M. Schubert,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.0
M. Branderhorst,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.4
B. Pindroch,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.0
G. Guerrieri,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.8
A. Tozzo,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,62.4
T. Smith,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,61.2
R. Wulle,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.4
K. Christensen,37,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.6
M. Reule,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.4
Park Dae Han,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.8
E. Verstappen,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.0
Y. Bonnin,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.2
K. Baran,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.2
T. Aupic,32,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,60.2
S. Richey,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.2
D. Stojanović,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.8
J. Murphy,35,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,60.8
S. Flinders,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,59.6
N. Rehnen,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.8
Lee Yang Jong,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.0
A. Ramsdale,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.0
M. van de Meulenhof,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.2
T. Nobile,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.8
B. Clarke,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,60.0
J. Joronen,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.6
J. Stephens,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.6
J. Anyon,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.2
Z. Clark,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.2
A. McCarey,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.4
C. MacGillivray,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.0
C. Horton,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.2
J. Aguirre,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.4
P. Fernández,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.2
M. Aquino,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.0
Dani Cárdenas,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.6
Carlos Alves,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.4
A. Al Fahmi,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.6
P. Cherrie,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,58.8
S. Nelson,35,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,58.2
D. Schmidt,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.0
M. Hauptmeijer,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.8
S. Londoño,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.6
H. Shiota,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,59.6
L. O'Brien,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.2
M. Scannella,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.2
Tienza,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.6
M. Al Wakid,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.0
H. Burgoyne,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.2
Valera,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.6
M. Bruhn,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,44.2
M. Böcskör,34,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.8
R. Matthews,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.4
B. Allain,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.4
L. Choutesiotis,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.4
A. Peláez,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.2
A. Confente,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.2
F. Çakır,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.0
David Gil,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.2
Casitas,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.6
A. Hirzel,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.0
R. Fulton,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.4
Ricky Alonso,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.6
I. Zaid,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.8
M. Seidel,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.2
B. Al Baqi,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.6
A. Krysiak,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.2
M. Funk,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.2
Sergio García,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.8
D. von Ballmoos,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.6
S. Arnold,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,34.4
L. Hägg-Johansson,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.8
K. Inada,32,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,59.2
J. Berner,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.8
B. Gaye,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.2
F. Costa,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.6
P. Friis Jensen,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.8
Sillero,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.4
T. Okubo,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.6
F. Stritzel,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.6
S. Laiton,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.8
M. Crowe,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.6
S. Farelli,34,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,59.6
B. Janssen,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.6
D. Evtimov,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.0
Choi Bong Jin,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,61.0
J. Coleman,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.8
G. Gómez,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.6
D. Podleśny,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.4
G. Yordan,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.4
D. Gyollai,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.4
Calzado,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,59.0
T. Holý,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,
D. Phillips,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.6
G. Alcalá,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.8
S. Massolo,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.8
A. Kacou,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.0
B. Makendzhiev,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.4
Hwang ByeongGeun,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.0
R. Ramírez,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.4
G. Singh Sandhu,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.8
K. Yaşar,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.8
L. Carević,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.2
A. Bouchard,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,60.6
L. Skowron,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.6
N. Temperini,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.8
Tanis,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.0
A. Redmayne,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.0
M. Gliwa,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.4
P. Farman,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.6
G. Doherty,35,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,61.0
F. Escales,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.4
J. Tyson,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.2
R. Husić,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.6
J. Mosquera,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.4
D. Martínez,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.8
D. Alampasu,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.4
G. Villar,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.6
J. van der Sar,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.4
O. Kudryk,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.0
Javi Díaz,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.4
D. Reimann,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.8
E. Goshev,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.2
J. Rasheed,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,
B. Collins,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.2
F. Pavoni,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.0
L. Fasan,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.8
E. Hedvall,34,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,58.8
L. Cháves,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.8
S. McGuinness,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.8
A. Al Harbi,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.0
I. Gelios,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.2
L. Jonsson,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.2
M. Brunelli,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.0
M. Uusitalo,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.6
J. Wrąbel,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.2
D. Rogers,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.6
A. Zendejas,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.2
R. Hironaga,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.0
A. Maksimenko,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.0
M. Engl,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.2
T. Sugiyama,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,58.2
R. Charles-Cook,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.6
J. Karlstrøm,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.4
L. García,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.6
D. Sugimoto,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.4
S. Shearer,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,57.4
A. Al Saleh,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.8
K. Tittel,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.8
K. Kirihata,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.6
Y. Diouf,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.6
L. Cichos,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.4
J. Vickers,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.2
P. Menzel,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.8
R. Marcone,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.2
Song Yoo Gul,32,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,59.4
L. Bätge,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.2
J. Bekkema,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.2
J. Villalpando,32,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,58.0
L. Roberts,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.6
A. Guarnone,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.4
P. Pentz,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.8
T. Cottes,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.0
J. Valencia,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.8
J. Urke,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.8
L. Burge,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.8
A. Swolfs,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.6
I. Lučić,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.8
M. Velazco,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.6
A. Gambetta,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.6
F. Cambeses,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.8
S. Russell,34,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,59.2
K. Forenc,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.8
J. Flatt,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.4
A. Bodart,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.0
E. Kronberg,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,60.0
G. Rogers,35,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,58.6
A. Gounet,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.0
R. Lainton,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.6
C. Månsson,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,59.6
G. Caffa,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,57.6
J. Bouet,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,60.8
K. Stamatopoulos,37,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,57.6
D. Cornell,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.2
F. Andersson,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.4
A. Nurudeen,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.8
A. Paroni,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.4
H. Sandvik,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.6
Samu Casado,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.6
A. Larsen,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,59.4
F. Dmitrovic,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.8
T. Roex,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,60.6
M. Netolitzky,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.2
R. Gilmartin,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.0
E. Dahlin,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.4
B. Lekström,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,58.2
L. Bossin,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.0
L. Radliński,34,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,59.4
E. Parish,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.6
A. Lamonge,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,59.8
A. Marfaing,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.2
R. Griffiths,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.6
G. Bokwé,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,58.8
T. Akmurzin,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.2
H. Oka,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.2
L. Saxton,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.4
F. Adorni,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.8
G. Legg,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.6
V. Noring,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.8
D. Nizic,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.2
F. Al Habib,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.0
L. Álvarez,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.6
M. Stryjek,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,55.4
Lee Jae Hyeong,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,58.2
M. Nardi,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.2
K. Matsui,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,56.6
J. Albrecht,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,57.4
G. Poluzzi,29,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,56.0
J. Fryer,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,
L. Italiano,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.8
L. Montipó,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.0
L. Grill,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.8
F. Bonansea,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,56.2
T. Castella,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,57.2
